ID,SMILES,ION_ACTIVITY,PvsP,TEST_SET
OSM-S-198,C1(C2(CCN(CC3=CC=CC=C3)CC2)OCC4)=C4C=CS1,,,
OSM-S-199,C1(C(C=CC=C2)=C2[N]3)=C3C4(CCN(CC5=CC=C(OCCO6)C6=C5)CC4)OCC1,,,
OSM-S-200,C12=CC=CC=C1C3=C(C4(CCN(CC5=CC=CC=C5)CC4)OCC3)S2,,,
OSM-S-209,C1(CCOC23CCN(CC4=CC=CC=C4)CC3)=C2C=CS1,,,
OSM-S-210,C1(CCOC23CCN(CC4=CC(OCCO5)=C5C=C4)CC3)=C2C=CS1,,,
OSM-S-211,C1(CCOC23CCN(CC4=CC(OCO5)=C5C=C4)CC3)=C2C=CS1,,,
OSM-S-212,ClC(C=C1)=CC=C1CN(CC2)CCC32C4=C(SC=C4)CCO3,,,
OSM-S-213,O=C(C1=CC=C(Br)C=C1)N(CC2)CCC32C4=C(SC=C4)CCO3,,,
OSM-S-214,CC1=C(C=C(C)N1C2=CC=C(F)C=C2)CN(CC3)CCC43C5=C(SC=C5)CCO4,,,
OSM-S-215,C1(CCOC23CCN(C4CCCCC4)CC3)=C2C=CS1,,,
OSM-S-216,O=C(C1=CC=CC=C1)N(CC2)CCC32C4=C(SC=C4)CCO3,,,
OSM-S-217,O=C(OCCCl)N(CC1)CCC21C3=C(SC=C3)CCO2,,,
MMV019066,COc1ccccc1CNC(=O)CCN2C(=O)Nc3ccsc3C2=O,0,"0,14",M
MMV665941,CN(C)c1ccc(cc1)C(O)(c2ccc(cc2)N(C)C)c3ccc(cc3)N(C)C,0,"0,255",M
MMV396680,c1(cc(c2ccc(C)cc2)n3)n3ccnc1SCC(=O)Nc(c(Cl)ccc4C(F)(F)F)c4,0,"0,0928",M
MMV666601,CCOC(=O)C1=C(N=C2SC(=Cc3cc(C)n(c3C)c4ccc(F)cc4)C(=O)N2C1c5cccc(OC)c5OC)c6ccccc6,0,"0,154",M
MMV008294,CCOC(=O)c1cnc2c(C)cc(C)cc2c1Nc3ccc(OC)c(OC)c3,0,"0,232",M
MMV011259,n1(n2)c(nc(C)cc1Nc(cc(C)cc3C)c3)nc2C(F)(F)F,0,"0,0857",M
MMV019406,CCC1(C)CC(CCNCc2ccccc2O)(CCO1)c3ccc(C)cc3,0,"0,142",M
MMV006278,CCC1=C(C)C(=N)c2ccccc2N1C,0,"0,378",M
MMV666688,Cc1cc(C=C2SC(=Nc3ccccc3)N(C4CCCC4)C2=O)c(C)n1c5ccc(Cl)cc5,0,"0,263",M
MMV019110,Cc1cccc(Nc2nc(N)c3ccccc3n2)c1,0,"0,4",M
MMV006427,COc1cc(OC)c(cc1Cl)N(C)C(=O)c2cc3CS(=O)(=O)c4ccccc4c3s2,1,"0,0782",M
MMV666062,Cc1ccc(cc1)N2C(=O)C3C(C2=O)C4(C(=O)C3(C(=C4c5ccccc5)c6ccccc6)c7ccccc7)c8ccccc8,0,"0,282",M
MMV020885,COc1ccc(Br)cc1C2Nc3ccc4ccccc4c3C5=C2C(=O)CC(C5)c6ccccc6,0,"0,18",M
MMV000570,CCc1ccc(Nc2cc(C)c3ccc(O)cc3n2)cc1,0,"0,194",M
MMV020439,CCn1c(CN2CCN(Cc3ccccc3)CC2)nc4cc(NC(=O)c5cccs5)ccc14,0,"0,512",M
MMV396672,C(F)(F)(F)c(cc1)ccc1C(=O)NCC(N2CCCCCC2)c(ccs3)c3,0,"0,433",M
MMV019871,Fc1ccc2[nH]c3c(NCCCN4CCOCC4)ncnc3c2c1,0,"0,345",M
MMV085583,CCCCCC(=O)N1C(C2=C(O)CC(CC2=Nc3ccccc13)c4ccc(OC)c(OC)c4)c5ccc(cc5)C(F)(F)F,0,"0,237",M
MMV008416,CCCC1=C(CC)C(=N)c2ccccc2N1C,0,"0,2425",M
MMV665874,Cc1cc(Nc2ccc(C)c(Cl)c2)n3nc(nc3n1)C(F)(F)F,0,"0,00671",M
MMV006203,Cc1cc(NCCN2CCCCC2)c3ccc4ccccc4c3n1,0,"0,3",M
MMV665977,CCOC(=O)C1=CN(CC)c2cc(N(C)CCc3ccc(OC)c(OC)c3)c(F)cc2C1=O,0,"0,205",M
MMV020549,CC1CCN(Cc2ccc(NC(=O)c3cc4ccc5cccnc5c4[nH]3)cc2)CC1,0,"0,274",M
MMV001246,CSc1ccccc1C(=O)Nc2nc(cs2)c3ccccn3,0,"0,206",M
MMV666607,[O-][N+](=O)c1ccc(C=NNc2nc3ccccc3[nH]2)cc1,0,"0,142",M
MMV665915,COc1ccc(cc1)c2nc(NC(=O)CS(=O)(=O)c3ccc(F)cc3)sc2C,0,"0,448",M
MMV007695,COc1ccc(cc1N2C(=O)C3C(C2=O)C4(C(=O)C3(C(=C4c5ccc(C)cc5)c6ccc(C)cc6)c7ccccc7)c8ccccc8)C(=O)C,0,"0,179",M
MMV000448,CN(C)CCCNc1c2ccccc2nc3ccccc13,0,"0,235",M
MMV020500,CNCCCNc1ccnc2cc(Cl)ccc12,0,"0,0822",M
MMV665878,COc1cccc(NC(=O)[C@H](C(C)C)N2C(=O)Nc3ccccc3C2=O)c1,1,"0,139",M
MMV666101,COc1ccc(cc1)C2=C(c3ccc(OC)cc3)C4(C5C(C(=O)N(C5=O)c6ccc(C)cc6)C2(C4=O)c7ccccc7)c8ccccc8,0,"0,148",M
MMV666596,CSC1=NC(=Nc2c(C)cccc2C)C3(CCC(CC3)C(C)(C)C)N1c4ccc(Cl)cc4,0,"0,135",M
MMV396679,c1(cc(c2ccc(OC)cc2)n3)n3ccnc1SCC(=O)Nc(c(Cl)ccc4C(F)(F)F)c4,0,"0,0899",M
MMV396797,n1(nc(C)c2c3ccc(OC)c(OC)c3)c2ncc(C#N)c1N,0,"0,477",M
MMV008138,c12c(CC(C(O)=O)NC1c3ccc(Cl)cc3Cl)c4c(cccc4)[nH]2,0,"0,35",M
MMV665916,COc1ccccc1CNC(=O)CCN2C(=O)Nc3ccccc3C2=O,0,"0,0726",M
MMV020788,Oc1ccccc1CNCC23CC4CC(CC(C4)C2)C3,0,"0,0226",M
MMV666691,COc1ccc(C=C2SC(=N)N(C2=O)c3ccccc3OC)cc1,0,"0,168",M
MMV665785,CC(C)(C)c1ccc(O)c(CNC2CCCCC2)c1,0,"0,161",M
MMV665831,CCOC(=O)c1c(NC(=O)c2ccccc2)sc3c(O)c(CN(CC)CC)ccc13,0,"0,205",M
MMV011099,n1(ncn2)c2nc(C)cc1Nc(ccc(cccc3)c34)c4,0,"0,242",M
MMV000642,COc1ccc(NC(=O)C2C(N(CC(C)C)C(=O)c3ccccc23)c4cccs4)cc1Cl,1,"0,0202",M
MMV666600,CCOC(=O)c1c(C)n(c2ccc(Cl)cc2)c3ccc(OC(=O)C=Cc4ccccc4)cc13,0,"0,2155",M
MMV006172,CN1CCN(CC1)c2ccc(Nc3c4ccccc4nc5ccccc35)cc2,0,"0,1415",M
MMV006309,CN(C)c1ccc(C=CC2=NC(=O)c3ccccc3O2)cc1,0,"0,0515",M
MMV006087,c(c(ccn1)NCCN(CC)CC)(ccc(Cl)c2)c12,0,"0,0581",M
MMV020492,CC1CN(CC(C)O1)C(=O)c2sc3ccccc3c2Cl,0,"0,0255",M
MMV006455,CCCN(CCC)CC(O)COc1ccccc1C(=O)Nc2ccccc2,0,"0,196",M
MMV665782,COc1ccc2nccc(C(O)C3CC4(CCN3CC4)C=C)c2c1,0,"0,0423",M
MMV665876,CCC(c1ccccc1)c2nn3c(nnc3s2)c4cccs4,0,"0,259",M
MMV666023,C(c1ccccc1)n2c(N=Nc3c(Nc4ccccc4)ccc5ccccc35)nc6ccccc26,0,"0,0368",M
MMV009063,OC(CNC1CCCCC1)Cn2c3ccccc3c4ccccc24,0,"0,293",M
MMV006558,Cc1cc(C)c2CN(Cc3ccccc3Cl)COc2c1,0,"0,268",M
MMV007160,Cc1ccc(cc1)N2C3N(c4ccccc4C2N(c5ccccc35)S(=O)(=O)c6ccc(C)cc6)S(=O)(=O)c7ccc(C)cc7,0,"0,0248",M
MMV006429,CC(C)CN1C(C(C(=O)Nc2cc(C)on2)c3ccccc3C1=O)c4cccs4,1,"0,0328",M
MMV396703,c12c(ncnc1NCCN(CC)CC)c3c(ccc(Cl)c3)[nH]2,0,"0,406",M
MMV006937,Cc1ccc(cc1)c2cc3nc4CCCCc4c(O)n3n2,0,"0,396",M
MMV085203,COc1ccccc1N=C2C(=O)c3ccccc3C(=C2N4CCCCC4)O,0,"0,0053",M
MMV665820,COc1ccc2C(=O)C=C(Oc2c1)C(Cl)(Cl)Cl,0,"0,52",M
MMV665841,CCCc1cc(O)c2C3=C(CN(C)CC3)C(=O)Oc2c1,0,"0,146",M
MMV007116,c1(cnc(c2c1O)ccc(CC)c2)C(OCC)=O,0,"0,351",M
MMV007384,COc1ccc(cc1)c2nc3cc(Cc4ccc5[nH]c(nc5c4)c6ccc(OC)cc6)ccc3[nH]2,0,"0,1765",M
MMV020548,CCN1CCN(Cc2ccc(NC(=O)c3cc4ccc5cccnc5c4[nH]3)cc2)CC1,0,"0,361",M
MMV019258,COc1ccc(c(OC)c1)n2ccnc2SCC(=O)Nc3cc(C)ccc3C,0,"0,17",M
MMV007686,CCCCCCOC(=O)C1=C(C)NC(=O)NC1c2ccccc2F,0,"0,106",M
MMV011256,n1(n2)c(nc(C)cc1Nc(cc3)ccc3Cl)nc2C(F)(F)F,0,"0,212",M
MMV666693,COc1cccc(C=CC2=NC(=O)c3ccccc3O2)c1OC,0,"0,0238",M
MMV008956,CCOc1cc2CCNC(c3cc(OC)c(O)cc3Cl)c2cc1OCC,0,"0,37",M
MMV665827,CCOC(=O)C1=CN(CC)c2cc(N3CCCCC3)c(F)cc2C1=O,0,"0,119",M
MMV001038,n1c(NCCO)c2c(cccc2)nc1Nc(ccc(C)c3C)c3,0,"0,428",M
MMV007839,C1(O)(CC(=O)c(ccc(OC)c2)c2O1)C(F)(F)C(F)(F)F,0,"0,283",M
MMV000662,COc1ccc(NC(=O)C2C(N(CC(C)C)C(=O)c3ccccc23)c4cccs4)cc1,1,"0,0367",M
MMV396678,c1(cc(c2ccccc2)n3)n3ccnc1SCC(=O)Nc(c(Cl)ccc4C(F)(F)F)c4,0,"0,218",M
MMV006861,C1CN(CCO1)c2ccc(Nc3ccnc4cc5ccccc5cc34)cc2,0,"0,251",M
MMV006457,CCOC(=O)c1ccc2nc(cc(O)c2c1)c3ccccc3,0,"0,118",M
MMV396693,[n+]1(C)c2c(cccc2)nc(ccc(NCCO)c3)c13,0,"0,296",M
MMV011567,COc1ccc(cc1Cl)C(=O)Nc2nonc2c3ccc(OC)c(OC)c3,1,"0,516",M
MMV007907,Cc1ccc(Nc2nc(cs2)c3ccccn3)cc1,0,"0,35",M
MMV665805,CCOc1ccc(cc1OCC)c2nonc2NC(=O)c3cccc(C)c3,1,"0,117",M
MMV666021,Cc1ccc(cc1)c2cc3C(=O)c4ccccc4c3nn2,0,"0,0944",M
MMV665800,CCOc1cc(Cl)c(cc1OCC)C(C)NC(=O)c2ccccc2,1,"1,37",M
MMV000634,CC1CCCCN1CCCNC(=O)c2ccc3c(c2)sc4nc(cn34)c5ccc(F)cc5,0,"0,648",M
MMV666103,CCN1C(=Nc2ccccc2C1=O)SCC(=O)Nc3cc(ccc3Cl)C(F)(F)F,0,1,M
MMV666057,Clc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc3ccncc3)c(Cl)c1,0,ND,M
MMV007564,Cc1ccc(Cn2c(nc3ccccc23)N4CCC(CC4)C(=O)NCc5cccs5)cc1,0,"0,947",M
MMV001255,CCCCc1ccc(NS(=O)(=O)c2cc3CCN4C(=O)CCc(c2)c34)cc1,0,"0,538",M
MMV665917,Clc1ccc(NC(=O)N2CCN(CC2)c3ccc4nncn4n3)cc1,0,ND,M
MMV000563,COc1ccc(cc1)C2Sc3ccccc3N=C4C2=C(O)c5ccccc45,0,"0,845",M
MMV665850,Oc1ccc(Cl)cc1CNc2nc3ccccc3[nH]2,0,ND,M
MMV665817,CC(C)(C)CC(C)(C)NCC(O)COc1ccc2CCCc2c1,0,ND,M
MMV665979,FC(F)(F)c1cccc(CNC2CCN(CCc3ccccc3)CC2)c1,0,"0,685",M
MMV665928,CCC(C)NCC(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2,0,"0,642",M
MMV666105,COCCN(C(C(=O)NCc1ccc(OC)cc1)c2ccc(cc2)C(C)C)C(=O)Cc3cccs3,0,"1,19",M
MMV666072,COCCNC(=O)c1ccc(OC2CCN(Cc3ccc(F)c(F)c3)CC2)c(Cl)c1,0,ND,M
MMV000653,CCOc1ccccc1CNC(=O)C2C(N(CC(C)C)C(=O)c3ccccc23)c4cccs4,1,"1,32",M
MMV000620,CC(O)(C(CN1CCCCC1)c2ccccc2)c3ccc(Cl)cc3,0,ND,M
MMV665909,Brc1ccccc1C(=O)Nc2nc(cs2)c3ccccn3,0,"1,36",M
MMV665940,CCOc1ccc(C=CC2=NC(=O)c3ccccc3O2)cc1,0,"0,56",M
MMV665891,c1ccc(cc1)c2ccc(cc2)c3nc4ccccc4[nH]3,0,"1,07",M
MMV665899,Fc1ccccc1C(=O)N(Cc2ccc(Cl)cc2)c3ccccn3,0,ND,M
MMV665961,CCN(CC)CCCNc1nc(nc2ccccc12)c3ccc(Cl)cc3,0,ND,M
MMV665929,CCCCNCC(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2,0,"0,843",M
MMV666108,Clc1ccc(cc1)C2(CN3CCC(CC3)NC(=O)CCc4occc4)CCC2,0,"1,14",M
MMV665948,Oc1ccccc1NC(=O)c2oc(cc2)c3ccc(Cl)cc3Cl,0,ND,M
MMV006188,Clc1ccc(cc1)S(=O)(=O)N2CCC(CC2)C(=O)NCc3occc3,0,"0,8905",M
MMV001230,CCOc1cccc2sc(nc12)N(Cc3cccnc3)C(=O)C4CCCCC4,0,ND,M
MMV665918,Fc1cccc(c1)c2nnc3ccc(SCC(=O)Nc4ccc5OCOc5c4)nn23,1,ND,M
MMV665799,COc1ccc(cc1)C(=O)Nc2ccc(Cl)cc2C(=O)Nc3ccncc3,0,ND,M
MMV665826,COc1cccc(NC(=O)Cn2c(C)c(C#N)c3ccccc23)c1,1,"1,09",M
MMV665807,Oc1ccc(Cl)cc1C(=O)Nc2cccc(c2)C(F)(F)F,0,ND,M
MMV665946,CC(=CCN1CCC(CC1)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3)C,0,"1,16",M
MMV665935,FC(F)(F)c1ccc(Nc2nnnc3ccccc23)cc1,0,ND,M
MMV666102,CN(C)c1ccc(cc1)c2nc3cc(N)ccc3[nH]2,0,ND,M
MMV666061,COc1cccc(O)c1CN2CCC3(CCCN(Cc4ccc(F)cc4)C3)C2,0,"0,53",M
MMV008149,Cc1c(C)n(Cc2ccc(F)cc2)c3ccc(cc13)C(=O)NCc4occc4,0,ND,M
MMV019074,CCN1CCN(CC1)c2cc(C)c3cc(NC(=O)c4ccc(OC)c(OC)c4)ccc3n2,0,"1,86",M
MMV665914,COc1ccccc1N2CCN(CC2)C(CNS(=O)(=O)c3ccc(Cl)cc3)c4cccnc4,0,ND,M
MMV665798,FC(F)(F)c1cccc(Nc2nc(nc3ncccc23)c4ccccc4)c1,0,ND,M
MMV665902,OC(CN1C(=N)N(CCN2CCCCC2)c3ccccc13)c4cccc(Br)c4,0,"0,893",M
MMV665888,Oc1ccccc1NC(=O)c2ccc(Oc3cccc(c3)C(=O)Nc4ccccc4O)cc2,0,ND,M
MMV666067,COc1ccc(CNC2CCN(CC2)c3ccc(NC(=O)c4cccc(Cl)c4)cc3)cc1OC,0,"0,663",M
MMV665939,Fc1ccc(cc1)C(=O)Nc2ccsc2C(=O)NC3CCCCC3,0,ND,M
MMV009060,CCN(CC)c1ccc(NC(=O)c2cccs2)cc1,0,ND,M
MMV666110,CC(CCC(=C)C)N1CCC(CC1)N2CCC(CC2)C(=O)NCCc3ccccc3,0,"1,75",M
MMV019758,COc1ccc(cc1OC)C(=O)Nc2ccc3nc(cc(C)c3c2)N4CCCCC4,0,ND,M
MMV000498,CCN(CC)c1cc(C)c2cc(NC(=O)c3cccc(OC)c3)ccc2n1,0,ND,M
MMV665913,CCOc1ccc(cc1)c2nc(NC(=O)c3cccc(c3)S(=O)(=O)C)sc2C,0,ND,M
MMV665789,CC(NCc1ccccc1)c2cc(Cl)ccc2O,0,"0,603",M
MMV665901,Brc1ccc(cc1)c2oc(cc2)C(=O)Nc3ccc(CN4CCOCC4)cc3,0,"1,36",M
MMV666069,COc1ccc(CCN2CCC(CN(C)Cc3cnn(c3)c4ccccc4)CC2)cc1,0,"1,43",M
MMV666080,Oc1c(ccc2cccnc12)C(NC(=O)c3ccccc3)c4ccccc4,0,"1,17",M
MMV666081,CCCc1c(C)nc2ccccc2c1O,0,ND,M
MMV666009,CN1C(N(C)c2ccccc12)c3ccc4OCOc4c3,0,"0,994",M
MMV019313,CN1C(=O)c2cc(sc2c3ccccc13)C(=O)NCCCN4CCCCCC4,0,"0,669",M
MMV019746,Cc1ccc(Cl)cc1N2CCN(CCCNC(=O)C3CCN(CC3)c4nc5ccccc5[nH]4)CC2,0,"1,33",M
MMV019064,COc1cccc(c1)c2nn(C)c3sc(cc23)C(=O)NCCN4CCN(CC4)c5ccccc5F,0,"1,3",M
MMV011944,n1c(NCCO)c2c(cccc2)nc1Nc3cccc(OC)c3,0,"0,854",M
MMV665803,CCOc1cc(Cl)c(cc1OCC)C(C)NC(=O)c2cccc(OC)c2,1,"0,728",M
MMV665857,CCOc1c(Cl)cc(CNC(C)C(O)c2ccccc2)cc1OC,0,ND,M
MMV666071,Cc1oc(CN2CCC(CC2)C(=O)Nc3ccc(cc3)c4cc5ccccc5[nH]4)cc1,0,ND,M
MMV019780,Cc1cc(C)c2nc(sc2c1)N3CCC(CC3)C(=O)NCCCN4CCC(CC4)N5CCCCC5,0,"0,697",M
MMV666093,CCCC(N1CCN(CC1)C(=O)c2occc2)c3nnnn3C4CCCCC4,0,ND,M
MMV665953,Fc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1Cl,0,"2,06",M
MMV000648,COc1ccccc1CNC(=O)C2C(N(CC(C)C)C(=O)c3ccccc23)c4cccs4,1,ND,M
MMV019662,COc1ccc(cc1)N2CCN(CC2)C(CNC(=O)C3CCCCC3)c4ccc5OCOc5c4,0,"1,11",M
MMV007571,Cc1ccc(CSCc2oc(cc2)C(=O)NC3CC3)cc1,0,"0,635",M
MMV007617,CC(C)c1ccc(Cn2c(CCNC(=O)C)nc3ccccc23)cc1,1,"1,79",M
MMV665796,CCOc1cc(Br)c(cc1OCC)C(C)NC(=O)c2cccc(OC)c2,1,"1,43",M
MMV665906,Cc1ccc(c(O)c1)c2cc([nH]n2)C(=O)Nc3ccc(cc3)S(=O)(=O)N4CCCCC4,0,"0,535",M
MMV665954,O=C(NCC1Cc2cccc(c2O1)c3ccncc3)c4csc5CCCCc45,0,"1,72",M
MMV019738,Cc1[nH]c(cc1C(=O)NC2CCN(Cc3ccccc3)CC2)c4ccc(F)cc4,0,"0,771",M
MMV666075,COc1ccc(cc1)C2N(C)c3ccccc3N2C,0,ND,M
MMV666070,FC(F)(F)c1cccc(CNC2CCN(CC2)c3ccc(cc3)C(=O)NC4CCCC4)c1,0,ND,M
MMV142383,CC(C)(C)c1ccc(cc1)C(=O)Nc2nc3ccccc3s2,0,ND,M
MMV000788,CC(C)OCc1cc(CN2CCN(CC2)c3cccc(Cl)c3)c(O)c4ncccc14,0,"0,697",M
MMV000561,CCCN(CCC)CCCNC(=O)c1cc2c(nn(C)c2s1)c3ccc(OC)c(OC)c3,0,"1,43",M
MMV000248,CCN(CC)CCN1C(=N)N(CC(O)c2ccc(Cl)c(Cl)c2)c3ccccc13,0,"0,7185",M
MMV665879,CC(C)(C)C(=O)Nc1ccc(cc1)C(=O)Nc2cccc(c2)c3nc4ccccc4[nH]3,0,ND,M
MMV665890,COc1ccc(cc1OC)c2nonc2NC(=O)c3cccc(C)c3,1,ND,M
MMV666116,Oc1ccccc1CN2CCC3(CCCN(Cc4ccccc4F)C3)C2,0,"0,548",M
MMV006913,Cc1nc2ccccc2c(O)c1CC=C,0,"1,29",M
MMV008127,CN1CCN(CC1)c2c3CCCc3c(C#N)c4nc5ccccc5n24,0,4,M
MMV403679,c1(c(cnn1c2cccc(C)c2)C(=O)N3)N=C3n4nc(C)cc4NC(=O)c5cc(cccc6)c6o5,0,"0,929",M
MMV006545,c12c(ncnc1NCCN(CC)CC)c3c(ccc(Br)c3)[nH]2,0,"0,707",M
MMV019700,Clc1cc(NC(=O)c2oc(Br)cc2)ccc1N3CCCCC3,0,"0,735",M
MMV019670,O=C(Nc1ccc(cc1)N2CCN(Cc3ccccc3)CC2)c4cccs4,0,"1,075",M
MMV001344,CC1CC(C)CN(C1)C(=O)c2ccc(Cl)cc2Cl,0,"0,7555",M
MMV011795,Oc1ccccc1CN2CCN(CC2)C(c3ccccc3)c4ccccc4,0,"0,611",M
MMV019124,COc1cc(OC)cc(c1)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3,0,"1,0895",M
MMV006767,COc1cc2cc(C(=O)Nc3ccccc3)c(N)nc2cc1OC,0,"0,927",M
MMV007808,COc1nc(Nc2ccc(cc2)C(C)C)nc(OC)n1,0,"1,14",M
MMV019017,n(CC(CNCCOC)O)(c1c2cc(Cl)cc1)c3c2cc(Cl)cc3,0,"1,01",M
MMV396681,n1(nc(C)cc1NC(=O)c(cccc2C(F)(F)F)c2)c3scc(c(ccc(OCO4)c45)c5)n3,0,"0,959",M
MMV006587,c12c(ncnc1NCCCN(CC3)CCO3)c4c(ccc(Cl)c4)[nH]2,0,"0,7",M
MMV019202,CCOc1cccc(c1)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3,0,ND,M
MMV000848,OC(CNC1CCCC1)Cn2c3ccccc3c4ccccc24,0,"0,66",M
MMV020275,Clc1ccc2nc(cc(C(=O)NC3CCN(Cc4ccccc4)CC3)c2c1)c5ccncc5,0,"1,02",M
MMV019918,Clc1cc(Br)ccc1c2oc(CNCC3CCNCC3)cc2,0,"0,8005",M
MMV075490,CCOc1ccc(cc1)C2N(C)c3ccccc3N2C,0,"0,941",M
MMV396633,c1(OCC)c(OCC)cc(cc1Cl)CN([H])C(C)C(O)c2ccccc2,0,"1,24",M
MMV007374,CCc1ccc(Nc2cc(C)nc3nc(C)nn23)cc1,0,4,M
MMV396719,n1(c2c(cccc2)n3)c3c4c(cccc4)NC1(C)c5cccc(OC)c5,1,"1,15",M
MMV396744,n1(CCc2ccccc2F)c3c(nc4c(cccc4)n3)c(C(=O)NCC(C)C)c1N,0,"0,832",M
MMV006706,n1(c2c(cccc2)n3)c3c(C#N)c(C)cc1N(CC4)CCN4C5CCCC5,0,"0,683",M
MMV009108,CCN(CC)S(=O)(=O)c1ccc(cc1)c2csc(Nc3ccc(C)c(C)c3)n2,0,"0,641",M
MMV020700,CC(=O)Nc1nnc(SCc2c(C)cc(cc2C)C(C)(C)C)s1,0,"0,871",M
MMV007906,CCCCOc1ccc(cc1)C(=O)Nc2cc(C)on2,0,ND,M
MMV008270,Oc1c2CCCCc2nc3cc(nn13)c4ccccc4,0,ND,M
MMV019127,CCN(Cc1ccccc1)C2CCN(Cc3cc(Br)ccc3O)CC2,0,"0,625",M
MMV396794,c1(Cl)c(ccc(Cl)c1)OCC(O)CNC(C)(C)CC(C)(C)C,0,"1,16",M
MMV396736,n(CC(CNCC1CCCO1)O)(c2c3cc(Cl)cc2)c4c3cc(Cl)cc4,0,"1,06",M
MMV306025,C1(=NC(N(C)C2=O)=O)C2=NC(=NN1CC)c3ccc(C(=O)OC)cc3,0,"0,693",M
MMV056726,COc1cc(SC)ccc1C(=O)N2CCCC(C)C2,0,4,M
MMV274073,c1(cc(C)nc(ccc(OC)c2)c12)Nc3ccccc3O,0,"0,686",M
MMV018984,Cc1onc(NC(=O)c2ccc(cc2)c3ccccc3)c1,0,"0,693",M
MMV000911,Cc1ccc(NC(=O)Nc2cccc(Cl)c2)cc1F,0,ND,M
MMV007430,Brc1ccc(cc1)S(=O)(=O)N2CCC(CC2)C(=O)NCc3occc3,0,"0,939",M
MMV007977,Clc1ccc(C=CC2=NC(=O)c3ccccc3O2)cc1,0,"0,995",M
MMV020654,CCC(O)c1ccc(Br)cc1NC(=O)c2cccc(Cl)c2,0,"0,6405",M
MMV665883,O=C(Nc1cccc(c1)C(=O)Nc2cccc(c2)c3nc4ccccc4[nH]3)c5occc5,0,"0,745",M
MMV084940,C1(=NC(C)(Cc(cc(OC)c(OC)c2)c23)C)C3=NNC1=O,0,"1,04",M
MMV396715,n1(c2c(cccc2)n3)c3c4c(cccc4)NC1(C)c5ccccc5,1,"1,73",M
MMV000963,n1c(NCc2ccccc2)c3c(cccc3)nc1Nc(cc4)ccc4OC,0,"0,589",M
MMV006319,Cc1cc(Nc2cccc(F)c2)nc(NCc3ccccc3)n1,0,"0,662",M
MMV000972,OC1(CC(=O)c2ccccc2O1)C(F)(F)C(F)(F)F,0,ND,M
