ID,SMILES,ION_ACTIVITY,PvsP,TEST_SET
MMV020490,Clc1ccc2nc(cc(C(=O)NC3CCN(Cc4ccccc4)CC3)c2c1)c5cccnc5,0,"1,01",M
MMV001318,Clc1cccc(NC(=O)Nc2ccc(Br)cc2)c1,0,ND,M
MMV007978,CCOc1ccc(CCNC(=O)c2cccs2)cc1OCC,0,ND,M
MMV020660,COc1ccc(cc1OC)c2nonc2NC(=O)c3cccc(Cl)c3,1,ND,M
MMV665904,COCCN1C(=Nc2ccccc2C1=O)C,0,ND,M
MMV396632,c1(OCC)c(OC)cc(cc1Cl)CN([H])CC(O)c2ccccc2,0,"1,05",M
MMV007875,COc1ccc2nc(C)cc(Nc3ccc(Cl)cc3)c2c1,0,2,M
MMV006820,CCCCc1c(C)nc2c(OC)cccc2c1O,0,4,M
MMV396749,C12(Nc(cccc3)c3c4n1c5c(cccc5)n4)C(=O)Nc(ccc(OC)c6)c26,1,"0,928",M
MMV011576,CCOC(=O)C1CCN(CC1)C(=O)CN2C(c3ccccc3C2=O)c4c[nH]c5ccccc45,0,"1,175",M
MMV020651,Clc1ccc(Cl)c(c1)c2oc(cc2)C(=O)Nc3ccc(CN4CCOCC4)cc3,0,"1,945",M
MMV000483,CCOc1cc2CCNC(c3cc(C)c(O)c(C)c3)c2cc1OCC,0,"0,683",M
MMV019266,Cc1sc2ncnc(Sc3nc4ccccc4[nH]3)c2c1C,0,"0,6145",M
MMV001049,CC(C)c1ccc(CNCC(O)c2ccccc2)cc1,0,"1,26",M
MMV665806,CC1CCCCC1NCC(O)Cn2c(C)c(C)c3ccccc23,0,"0,769",M
MMV667487,CN(C)c1ccc(cc1)N2C(=NC(=NC2(C)C)N)N,0,ND,M
MMV000356,c1(cc(Br)ccc1O)CN(CC2)CCN2Cc3cccc(F)c3,0,"1,03",M
MMV396705,c12c(C(=O)N(C)C(=O)N1C)n(Cc3cccc(OC)c3)c(Oc4ccccc4)n2,0,"1,39",M
MMV006704,CN(C)CCNc1cc(nc2ccccc12)c3ccccc3,0,4,M
MMV000760,Oc1c(CN2CCN(CC2)c3ccccc3F)cc(Br)c4cccnc14,0,ND,M
MMV007881,CCCCN(CCCC)S(=O)(=O)c1ccc(NC(=O)c2occc2)cc1,0,ND,M
MMV008212,COc1ccc2nc(C)cc(Nc3cccc(O)c3)c2c1,0,"0,969",M
MMV007363,Clc1ccc2c(ccnc2c1)N3CCCC3,0,"0,944",M
MMV007791,CCOc1ccccc1NC(=O)CN2CCN(CC2)C(=O)c3occc3,0,ND,M
MMV665843,Oc1c2CCCCc2nc3ccccc13,0,ND,M
MMV396595,n12c(cc(C(C)(C)C)n1)nc(CCN3Cc4ccccc4OCC)c(C3)c2O,0,"1,01",M
MMV396669,n1c(cc(C)nc1Nc(cc2)ccc2NC(CCc3ccccc3)=O)N4CCCC4,0,"1,07",M
MMV396704,c12c(ncnc1N(CC3)CCN3C)c4c(ccc(Cl)c4)[nH]2,0,"1,19",M
MMV019762,COc1cccc(c1)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3,0,ND,M
MMV020505,CN(C)CCCNCc1oc(cc1)c2ccc(F)c(Cl)c2,0,"0,8755",M
MMV020942,CCC(=O)Nc1nnc(Cc2ccc(OC)c(OC)c2)s1,0,ND,M
MMV000839,OC(CNCc1ccccc1)Cn2c3ccccc3c4ccccc24,0,"1,08",M
MMV666599,Brc1ccc(C=CC2=NC(=O)c3ccccc3O2)cc1,0,ND,M
MMV000481,CCOc1cc(cc(Cl)c1O)C2NCCc3cc(OCC)c(OCC)cc23,0,"1,33",M
MMV665897,COc1ccc2nc(N)nc(C)c2c1,0,ND,M
MMV665908,COc1ccc(cc1)N2CCN(CC2)C(CNC(=O)CC(C)(C)C)c3ccc4OCOc4c3,0,ND,M
MMV665924,COc1ccc(cc1)C(=O)C2CC2c3ccc(Cl)cc3,0,"1,06",M
MMV665944,COc1ccc(CN2CCN(Cc3ccccc3)CC2)c(O)c1,0,"1,08",M
MMV666054,COc1ccc(cc1)C(=O)NC(c2ccc(Cl)cc2Cl)c3cc(Cl)c4cccnc4c3O,0,"0,513",M
MMV008474,CCN1CCN(CC1)c2c(cnc3cc(OC)c(OC)cc23)C(=O)c4ccccc4,0,ND,M
MMV000445,CCCCCCN1C(=N)N(CC(O)COc2cccc(C)c2)c3ccccc13,0,"1,135",M
MMV006882,CCOC(=O)c1cnc2ccc(Cl)cc2c1NCCCN(C)C,0,"1,19",M
MMV007127,OC1=C2C(Sc3ccccc3N=C2c4ccccc14)c5ccc(Br)cc5,0,"0,567",M
MMV666123,CC(C)(C)c1ccc(cc1)C(=O)Nc2c3CSCc3nn2c4cccc(Cl)c4,0,ND,M
MMV006389,Fc1cccc(c1)C2Sc3ccccc3N=C4C2C(=O)c5ccccc45,0,"0,4145",M
MMV665949,Oc1ccc(cc1)C(=C(Cl)Cl)c2ccc(O)cc2,1,ND,M
MMV665934,Brc1ccc(cc1)c2cc3C(=O)c4ccccc4c3nn2,0,"1,07",M
MMV665994,Cc1nc2ccccc2c(O)c1CC=C(Cl)Cl,0,"0,8355",M
MMV665980,OC1CCCCC1C2(CCCCC2)NC(=S)Nc3ccccc3,0,ND,M
MMV007577,Cc1ccccc1OCCSc2nc3ccc(NC(=O)c4ccccc4)cc3s2,0,"1,12",M
MMV019995,Brc1ccc2OCC(=Cc2c1)C(=O)NCCCN3CCC(CC3)N4CCCCC4,0,"0,563",M
MMV007208,COc1ccc(OC)c(c1)C2C3=C(CC(C)(C)CC3=O)N(C4=C2C(=O)CC(C)(C)C4)c5ccc(Cl)c(Cl)c5,0,"0,912",M
MMV000442,CC(C)(C)c1ccc2OCN(Cc3ccc(Cl)cc3)Cc2c1,0,"0,362",M
MMV666124,CC(=O)c1ccc(NC(=O)CSc2nc(ns2)c3ccccc3Cl)cc1,1,ND,M
MMV000444,CCCCCN1C(=N)N(CC(O)COc2cccc(C)c2)c3ccccc13,0,ND,M
MMV666109,CCOC(=O)C1(Cc2ccccc2)CCN(Cc3cccc(OC)c3O)CC1,0,ND,M
MMV665936,Cc1ccc(cc1)S(=O)(=O)c2c(COC(=O)c3cccc(C)c3)c(nn2C)c4ccccc4,0,ND,M
MMV666020,Cc1ccc(OCCCCCCNCCO)c(C)c1,0,ND,M
MMV665971,CCOC(=O)C1=C(C)N=C2SC(=Cc3cc(Cl)ccc3O)C(=O)N2C1c4ccc(OC)cc4,0,"0,489",M
MMV001241,COc1ccc(C)c2sc(nc12)N(Cc3cccnc3)C(=O)c4ccc(cc4)C#N,0,,M
MMV000720,Cc1ccnc(NC(c2cccc(OCc3ccccc3)c2)c4ccc5cccnc5c4O)c1,0,"1,015",M
MMV000619,CCCCC(O)(C(CN1CCOCC1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,0,"1,38",M
MMV006753,CC1=CC(=O)Oc2c1ccc3oc(C(=O)c4ccccc4)c(C)c23,0,ND,M
MMV006787,CC(C)CCNCC(O)Cn1c2ccccc2c3ccccc13,0,"0,473",M
MMV665794,FC(F)(F)c1cccc(Nc2nc3ccccc3nc2Nc4cccc(c4)C(F)(F)F)c1,0,"0,313",M
MMV000917,COc1ccc2C3CC(=Nc4ccccc4N3C(=O)c2c1OC)c5ccc(C)cc5,1,"1,24",M
MMV666125,CC1=C(CC(=O)c2cccc(c2)[N+](=O)[O-])C(=O)c3ccccc3C1=O,0,"0,381",M
MMV665987,CCCCCCc1cc(O)c2C3=C(CCC(C)C3)C(=O)Oc2c1,0,"0,534",M
MMV007574,O=C(Nc1ccc(cc1)C23CC4CC(CC(C4)(C2)c5ccccc5)C3)c6cccs6,0,"0,826",M
MMV000326,Cc1ccc2nc(C)cc(Nc3cccc(c3)C(F)(F)F)c2c1,0,"1,17",M
MMV000604,COc1ccc(cc1)C2=CC(=O)Oc3c4CN(Cc5ccc(F)cc5)COc4ccc23,0,"0,735",M
MMV007557,COc1ccc(CCNC(=O)c2cc(ccc2Sc3ccc(F)cc3)S(=O)(=O)N4CC(C)CC(C)C4)cc1OC,0,"0,632",M
MMV000699,Cc1ccc(cc1)C2CC(n3nc(cc3N2)C(=O)N4CCN(CC4)C(c5ccccc5)c6ccccc6)C(F)(F)F,0,"0,454",M
MMV009127,CC1CCN(Cc2c(O)ccc3C=C(C(=O)Oc23)c4nc5ccccc5s4)CC1,0,"1,132",M
MMV665786,Clc1ccc2OC(=O)C=C(NC3CCN(CCCc4ccccc4)CC3)c2c1,0,"0,846",M
MMV006250,CCOC(=O)c1cnc2c(C)cccc2c1Nc3ccc(cc3)C(=O)C,0,"0,314",M
MMV666079,Cc1ccc2cc3c(N)c4c(C)ccc(C)c4nc3nc2c1,0,"1,31",M
MMV665969,COc1cccc(c1)C(=O)NC(c2ccc(C)cc2)c3cc(Cl)c4cccnc4c3O,0,"0,393",M
MMV000304,CCOc1ccc(Nc2c3ccccc3nc4ccccc24)cc1,0,"1,06",M
MMV000443,CCOc1ccc2OCN(Cc3ccc(Cl)cc3)Cc2c1,0,"0,439",M
MMV666604,CCOC(=O)C1=C(C)N=C2SC(=Cc3ccccc3O)C(=O)N2C1c4ccc(OC)c5ccccc45,0,"1,51",M
MMV008455,COc1ccc(cc1)C2C(C(=O)Nc3cccc(OC)c3)c4ccccc4C(=O)N2C5CCCCC5,1,"1,18",M
MMV007199,COc1ccccc1N2C(=N)SC(=Cc3ccc(OCc4ccccc4F)cc3)C2=O,0,"0,4775",M
MMV085471,CCOc1ccc(cc1)n2cc(c3ccccc3)c4c(SCc5cc(C)ccc5C)ncnc24,0,"1,705",M
MMV665797,CCCCOC(=O)c1ccc(Nc2cc(C)nc3ccc(OC)cc23)cc1,0,"0,584",M
MMV006513,C(Cc1c[nH]c2ccccc12)Nc3c4ccccc4nc5ccccc35,0,"0,304",M
MMV666095,CCCc1c(C)nc2ccc(Br)cc2c1O,0,"1,19",M
MMV665943,Nc1ccc(cc1)c2nc3cc(Cc4ccc5[nH]c(nc5c4)c6ccc(N)cc6)ccc3[nH]2,0,"1,42",M
MMV019555,C(CCCNc1c2CCCCc2nc3ccccc13)CCNc4c5CCCCc5nc6ccccc46,0,"0,376",M
MMV019741,Cc1ccc(C)c(Cn2c(nc3ccccc23)N4CCC(CC4)C(=O)NCc5cccs5)c1,0,"1,33",M
MMV019690,COc1ccc(cc1CN2CCN(CC2)c3ccc(F)cc3)C4NCCc5c4[nH]c6ccccc56,0,"0,9345",M
MMV000621,CCCCCCC(O)(C(CN1CCOCC1)c2ccccc2)c3ccc(F)cc3,0,ND,M
MMV008173,COc1cc(OC)cc(c1)N2C(=O)N(Cc3ccc(cc3)C(C)(C)C)c4ccccc4S2(=O)=O,0,"1,43",M
MMV019241,Brc1cccc(c1)C(=O)Nc2ccc(cc2)c3nc4cc5ccccc5cc4[nH]3,0,"0,45",M
MMV665783,CCN(CC)CCCNc1ccnc2cc3ccccc3cc12,0,ND,M
MMV000787,CCCOCc1cc(CN2CCN(CC2)c3cccc(Cl)c3)c(O)c4ncccc14,0,"0,407",M
MMV666106,O=C(NC1CCCCC1)C(N(CCc2ccccc2)C(=O)c3occc3)c4cccs4,0,"1,07",M
MMV666022,COc1ccc(cc1)C(=O)NC(c2ccccc2Cl)c3cc(Cl)c4cccnc4c3O,0,"0,83",M
MMV498479,CCOC(=O)c1cnc2c(CC)cccc2c1O,0,ND,M
MMV007396,Cc1ccccc1OCCSc2nc3ccc(NC(=O)c4cccs4)cc3s2,0,"0,697",M
MMV000617,COc1ccc(cc1)C(O)(CCC(C)C)C(CN2CCOCC2)c3ccc(Cl)cc3,0,ND,M
MMV006764,CCOc1c(Br)cc(cc1OC)C2C(=CN(C)C=C2C(=O)OC)C(=O)OC,1,"0,5115",M
MMV007275,Cc1ccc(F)cc1NC(=O)c2cc(Cl)ccc2Nc3ccccc3,1,"0,539",M
MMV007273,COc1cc(cc(OC)c1O)c2nc(c3ccc(Sc4ccccc4)cc3)c([nH]2)c5ccccc5,0,"0,35",M
MMV666026,COc1ccc(cc1)c2cc3C(=O)c4ccccc4c3nn2,0,ND,M
MMV665923,FC(F)(F)c1cccc(c1)N2N=Nc3ccccc3C2=N,0,ND,M
MMV666025,OC(Cn1nnc2ccccc12)Cn3c4ccc(Br)cc4c5cc(Br)ccc35,1,"1,26",M
MMV666060,COc1ccc(CN2CCCC(C2)C(=O)c3ccc(cc3)C(F)(F)F)c(O)c1,0,ND,M
MMV666597,CCCCCCc1cc2C=C(C(=Nc3ccccc3C)Oc2cc1O)c4nc5ccccc5[nH]4,0,"0,551",M
MMV007224,Brc1ccc(Nc2nc3ccccc3nc2Nc4ccc(Br)cc4)cc1,0,"1,061",M
MMV020912,Cc1ccc(cc1NCc2cc(Cc3ccccc3)ccc2O)c4oc5ccccc5n4,0,ND,M
MMV007181,Cc1cc(Nc2ccc(OCc3ccccc3)cc2)nc4cc(O)ccc14,0,"0,684",M
MMV007113,c1ccc(cc1)C2=Nc3ccccc3N=C(c4ccccc4)c5ccccc25,0,"0,6615",M
MMV007228,Cc1cccc(c1)N2C(=O)C3C(C2=O)C4(C(=O)C3(C(=C4c5ccc6OCOc6c5)c7ccc8OCOc8c7)c9ccccc9)c%10ccccc%10,0,"0,3045",M
MMV665972,Oc1ccc2ccccc2c1C(NC(=O)Cc3ccccc3)c4ccc(Cl)cc4,0,"1,14",M
MMV073843,CN(C)c1ccc(cc1)N=Cc2ccc(cc2)N3CCOCC3,0,ND,M
MMV006303,c1(c(ccn2)NCCN(CC)CC)c2cc(cccc3)c3c1,0,"0,391",M
MMV667490,C12=C(N=CN(CCCn(ccn3)c3)C1=N)Oc4c(ccc(cccc5)c45)C2c6ccc(OC)c(OC)c6,0,"1,79",M
MMV667492,C1(N(C)N=O)=C(NC2CCCCC2)C(=O)c(cccc3)c3C1=O,0,"1,19",M
MMV019881,O=C(NC1CCN(Cc2ccccc2)CC1)c3cc(cc(c3)C(=O)NC4CCN(Cc5ccccc5)CC4)C(=O)NC6CCN(Cc7ccccc7)CC6,0,"0,646",M
MMV000478,CCOc1cc2CCNC(c3cc(Cl)ccc3O)c2cc1OCC,0,"0,746",M
MMV020403,COc1ccc(cc1)c2cn3c(C(=O)Nc4ccccc4Cl)c(c5CCCCn2c35)c6ccccc6,0,ND,M
MMV007764,CCCCC1=C(CCC)C(=N)c2ccccc2N1C,0,"0,716",M
MMV665830,CC1CC2=C(CC1CNCCCN(C)C)C(C)(C)CCC2,0,"1,005",M
MMV665886,CC(Oc1ccc(NC(=O)c2cccs2)cc1)C(=O)c3ccc(Cl)cc3,0,"1,03",M
MMV396664,c1(C(OCC)=O)c(cc(cc2)OC(=O)c(cc3OC)cc(OC)c3OC)c2n(c4ccccc4)c1C,0,"0,615",M
MMV001239,COc1ccc2sc(nc2c1)N(Cc3cccnc3)C(=O)c4ccc(cc4)C#N,0,,M
MMV667491,C12=C(N=CN(CCCN(C)C)C1=N)Oc3c(ccc(cccc4)c34)C2c5ccc(OC)cc5,0,"1,23",M
MMV006169,C(Nc1nc(Nc2ccccc2)nc3ccccc13)c4ccccc4,0,"0,776",M
MMV086103,CC1=CC(=O)Oc2c1ccc3oc(C(=O)c4ccc(C)cc4)c(C)c23,0,"0,906",M
MMV084434,COc1ccc(C=C2SC(=NC2=O)Nc3ccc(F)cc3)c(OC)c1,0,"0,591",M
MMV666692,CCCCCCc1cc2C=C(C(=O)Oc2cc1O)c3csc(C=Cc4ccccc4)n3,0,"0,387",M
MMV665836,COc1ccc(C=C2SC(=NC2=O)Nc3ccccc3)cc1,0,"0,551",M
MMV665881,COc1ccc(CNC(=O)C2=CC3=C(N=C4C=CC=CN4C3=O)N(CCc5ccccc5)C2=N)cc1,0,"1,06",M
MMV665875,CN1C(=O)N(C)c2cc(CNCCNc3ccnc4cc(Cl)ccc34)ccc12,0,"0,545",M
MMV007020,CCOc1ccc2nc(C)cc(Nc3ccc(cc3)N(C)C)c2c1,0,4,M
MMV006656,CCOC(=O)C1=CN(C)C=C(C1c2cc(Br)c(OCC)c(OC)c2)C(=O)OCC,1,"0,5185",M
MMV396726,c1(C#N)nc(Cc2cccc(cccc3)c23)oc1N(CC4)CCN4C(c5ccccc5)c6ccccc6,0,"1,16",M
MMV006522,CCOc1ccc2nc(C)cc(Nc3ccc(Br)cc3)c2c1,0,"0,48",M
MMV666686,COc1ccccc1C(=O)ON=C(N)Cc2cccc3ccccc23,0,"0,814",M
MMV007474,COc1cc2CCN(C)C3Cc4ccc(Oc5cc(CC6N(C)CCc7cc(OC)c(OC)c(Oc1cc23)c67)ccc5O)cc4,0,"1,27",M
MMV006962,Clc1ccc(cc1)C(=O)Nc2ccc(cc2)c3nc4cc(NC(=O)c5ccc(Cl)cc5)ccc4[nH]3,0,ND,M
MMV665813,CCOC(=O)c1cnc2ccc(OC)cc2c1NCc3ccccc3,0,,M
MMV080034,n1c(N)c2c(cccc2)nc1Nc3cccc(F)c3,0,1,M
MMV019199,COc1cccc(Nc2nc(N)c3ccccc3n2)c1,0,4,M
MMV396652,c1(C(c2cccs2)N(CCN3c4ccccc4)CC3)c(C)c(C)sc1NC(c5ccccc5)=O,0,"1,18",M
MMV000704,c1(Nc(cc2)ccc2N(CC3)CCN3C)c4c(ccc(OC)c4)ncc1C(OCC)=O,0,"1,1",M
MMV396635,n12c(nc(c3ccc(Cl)s3)cc1C(F)(F)F)cc(C(=O)NC(CC4)CCN4Cc5ccccc5)n2,0,"0,959",M
MMV000986,c1(N(CC2)CCN2C)c3c(nc(Nc(ccc4O)cc4)n1)cccc3,0,"1,43",M
MMV008160,CN1C=C(C(c2ccccc12)c3c[nH]c4ccccc34)c5ccc6ccccc6n5,0,"0,552",M
MMV000753,Oc1ccc(cc1)c2nc(c3ccc4oc5ccc(cc5c4c3)c6[nH]c(nc6c7ccccc7)c8ccc(O)cc8)c([nH]2)c9ccccc9,0,"0,326",M
MMV011436,CC(C)(C)c1ccc(cc1)C2CC(=C3C(N(C(=O)c4ccccc4Cl)c5ccccc5N=C3C2)c6ccc(F)cc6)O,0,"0,9465",M
MMV665882,OC(CNC1CCCCC1)Cn2c3ccc(I)cc3c4cc(I)ccc24,0,"0,466",M
MMV665809,Oc1ccc(Br)cc1CN2CCN(Cc3ccc(Cl)cc3)CC2,0,ND,M
MMV665810,O=C(Nc1cccc(c1)C2=NCCN2)Nc3cccc(c3)C4=NCCN4,0,"1,01",M
MMV665927,ClCC(=O)NCCOc1ccc(Cl)cc1Cl,0,"0,555",M
MMV667486,CCOc1ccc(cc1)N2C(=NC(=NC2(C)C)N)N,0,ND,M
MMV667488,C12=C(C=C(C(=O)NCc(cccn3)c3)C(=N)N1CCc(cc4)ccc4OC)C(=O)N(C=CC=C5C)C5=N2,0,"0,373",M
MMV006825,n1c(Nc(cc2)ccc2OC)cc(C)nc1NCc3ccccc3,0,"0,467",M
MMV009085,OCCCCN1C(=O)c2ccc3C(=O)N(CCCCO)C(=O)c4ccc(C1=O)c2c34,0,"0,795",M
MMV007591,COc1ccc(cc1)C(=O)C(CCC(CNC(C)(C)C)C(=O)c2ccc(OC)cc2)CNC(C)(C)C,0,ND,M
MMV128432,COc1cc(CNCCc2ccc(Cl)cc2)cc(OC)c1O,0,"1,79",M
MMV665852,Clc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1Cl,0,"1,16",M
MMV396717,c([nH]nc1c2c(O)cc(C)c(Cl)c2)(C3=O)c1C(c4ccccc4F)N3CCc(cc5)ccc5OC,0,"0,916",M
MMV638723,N1(C=CC(N)=NC1=O)C2O[C@@H]([C@@H](O)[C@H]2O)CO,0,"0,385",M
MMV396594,c12c(nc(c3ccc(OC)cc3)nc1N4CCN(C(=O)C5CCCCC5)CC4)sc(CCCC6)c26,0,"1,06",M
MMV396665,c1(sc(cc2c(c3CC2)c4ccc3)c4n1)NC(=O)c(cc5OC)cc(OC)c5OC,0,"0,898",M
MMV396723,N1(CC(=O)c(ccc(Cl)c2Cl)c2)c3c(cccc3)N(CCN4CCCCC4)C1=N,0,"1,24",M
MMV007654,Cc1ccc(C)c(c1)c2csc(Nc3ccc(C)c(C)c3)n2,0,ND,M
MMV011832,Oc1ccc2ccccc2c1CNc3nc4ccccc4[nH]3,0,"0,646",M
MMV020750,COc1cc(cc(OC)c1O)c2nc(c3ccccc3)c([nH]2)c4ccccc4,0,"1,18",M
MMV007092,CCOc1ccc(CN2CCN(CC(O)COc3ccc(OCC(O)CN4CCN(Cc5ccc(OCC)cc5)CC4)cc3)CC2)cc1,0,"1,2",M
MMV665898,COc1cc(cc(OC)c1OC)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3,0,"1,22",M
MMV665864,CCCCNc1nc(NC(C)(C)C)nc(NC(C)(C)C)n1,0,"0,706",M
MMV665814,Oc1c(ccc2cccnc12)C(Nc3ccccn3)c4cccc(Oc5ccccc5)c4,0,"1,01",M
MMV007285,CCOc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1,0,4,M
MMV396663,c1(C(c(cccn2)c2)N3CCC(CC3)Cc4ccccc4)c(C)c(C)sc1NC(=O)c5ccco5,0,"1,02",M
MMV007041,Cc1ccc2c(C)nc(Nc3nc(C)cc(n3)c4ccccc4)nc2c1,0,4,M
MMV000340,CCN1C2=C(CCC2)C(=N)C3=C1CCCC3,0,"0,6945",M
MMV666687,COc1cc(cc(OC)c1OC)C(=O)ON=C(N)Cc2cccc3ccccc23,0,"0,782",M
MMV645672,C12=C(c3c(cccc3)C1=O)Nc4c(cccc4)SC2c5ccccc5,0,"0,89",M
MMV011438,COC(=O)c1ccc(cc1)C2N(C(=O)c3ccccc3)c4ccccc4N=C5CC(CC(=C25)O)c6ccc(F)cc6,0,"0,3265",M
MMV665840,Clc1ccc(cc1Cl)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3,0,"0,838",M
MMV665894,CC(=O)c1sc(NC(=O)Nc2ccc(C)cc2C)nc1C,0,"0,536",M
MMV011522,Cc1ccc(Nc2nc(N)c3ccccc3n2)cc1Cl,0,4,M
MMV020243,n1c(N(C)C)cc(C)nc1Nc(cc2)ccc2NC(=O)Nc3ccccc3,0,"1,15",M
MMV667489,N1C(c2cccc(cccc3)c23)C(CC=C4)C4c5c1c(Cl)ccc5C(OC)=O,0,"0,939",M
MMV396770,c(n1)(nc(NNC(=O)c(cc2)ccc2)cc1N(CCC3)C3)N(C4)CCC4,0,"1,33",M
MMV009015,OC(COc1ccccc1C(=O)CCc2ccccc2)CN3CCCCC3,0,"0,6765",M
MMV008829,CCCN1C(=N)C(=CC2=C1N=C3N(C=CC=C3C)C2=O)C(=O)NC4CCCCC4,0,"1,109",M
MMV011895,Nc1ccc(cc1)c2nc3cc(Oc4ccc(Oc5ccc6[nH]c(nc6c5)c7ccc(N)cc7)cc4)ccc3[nH]2,0,"0,842",M
MMV666689,COc1ccc(Nc2nc(NN=Cc3ccc(O)cc3)nc(Nc4ccc(cc4)[N+](=O)[O-])n2)cc1,0,"0,532",M
MMV665824,Cn1c(nc2ccccc12)C(=O)c3cccc4ccccc34,0,ND,M
MMV665812,CCc1ccc(CNCC(O)c2ccccc2)cc1,0,ND,M
MMV001041,OCCNc1nc(Nc2ccc(Cl)c(Cl)c2)nc3ccccc13,0,"0,59",M
BTB05965,,0,,Maybridge
BTB10004,,0,,Maybridge
BTB11460,,0,,Maybridge
CD07424,,0,,Maybridge
GK00018,,0,,Maybridge
HTS04222,,0,,Maybridge
HTS04903,,0,,Maybridge
HTS08683,,0,,Maybridge
HTS12704,,0,,Maybridge
HTS13895,,0,,Maybridge
JFD02381,,0,,Maybridge
KM08910,,0,,Maybridge
KM09116,,0,,Maybridge
KM11054,,0,,Maybridge
NRB00250,,0,,Maybridge
S08837,,0,,Maybridge
SEW05657,,0,,Maybridge
SPB02821,,0,,Maybridge
KAE609 NITD609,,,,
KAE246 NITD246,,,,
KAE678 NITD678,,,,
NITD139,C[C@@H](C1)N[C@@]2(C(NC3=C2C=C(Cl)C=C3)=O)C4=C1C5=CC(F)=C(Cl)C=C5N4,1,"0,00044",Lit
NITD247,C[C@@H](C1)N[C@@]2(C(NC3=C2C=C(Cl)C=C3)=O)C4=C1C5=CC(F)=C(F)C=C5N4,1,,Lit
NITD138,C[C@@H](CC1)N[C@@]2(C(NC3=C2C=C(Cl)C=C3)=O)C4=C1C5=CC=CC=C5N4,1,"0,022",Lit
(+)-SJ733,,1,,Lit
(-)-SJ733,,0.5,,Lit
SJ311,,0.5,,Lit
SJ247,O=C1C2=CC=CC=C2[C@H](C(NC3=CC(C#N)=C(F)C=C3)=O)[C@@H](C4=CN=CC=C4)N1CC(F)(F)F,1,"0,03",Lit
SJ279,O=C1C2=CC=CC=C2[C@@H](C(NC3=CC(C#N)=C(F)C=C3)=O)[C@H](C4=CN=CC=C4)N1CC(F)(F)F,0.5,"0,93",Lit
GNF-Pf4492,,,"0,02",Lit
MMV772,,,"0,05",Lit
PA21A092,,,"0,04",Lit
PA21A050,O=C(NC1=CC=C(F)C=C1F)NC2=C(C3=CC=C(Br)C=C3)C(C(F)(F)F)=NN2C,1,"0,184",Lit
,,1,,Lit
,,1,"0,013",Lit
,,1,"0,0007",Lit
